DATE,FederalFundsRate,PrimeRate,10YrTreasuryRate,CPI,CoreCPI,GDP,IndustrialProduction,UnemploymentRate,NonfarmPayments,AvgHourlyEarnings,CorporateProfitsAfterTax,ConsumerLoans,BankLoansAndLeases,SP500Index,USDIndex
2022-12-19 00:00:00-05:00,4.1,7.5,3.62,298.808,301.433,26734.277,101.8266,3.5,154336.0,32.96,2834.572,940.6575,11994.3763,3817.66,122.5438
2022-12-20 00:00:00-05:00,4.1,7.5,3.62,298.808,301.433,26734.277,101.8266,3.5,154336.0,32.96,2834.572,940.6575,11994.3763,3821.62,122.1502
2022-12-21 00:00:00-05:00,4.1,7.5,3.62,298.808,301.433,26734.277,101.8266,3.5,154336.0,32.96,2834.572,942.3352,11992.6567,3878.44,122.2965
2022-12-22 00:00:00-05:00,4.1,7.5,3.62,298.808,301.433,26734.277,101.8266,3.5,154336.0,32.96,2834.572,942.3352,11992.6567,3822.39,122.2525
2022-12-23 00:00:00-05:00,4.1,7.5,3.62,298.808,301.433,26734.277,101.8266,3.5,154336.0,32.96,2834.572,942.3352,11992.6567,3844.82,121.9843
2022-12-26 00:00:00-05:00,4.1,7.5,3.62,298.808,301.433,26734.277,101.8266,3.5,154336.0,32.96,2834.572,942.3352,11992.6567,3844.82,121.9843
2022-12-27 00:00:00-05:00,4.1,7.5,3.62,298.808,301.433,26734.277,101.8266,3.5,154336.0,32.96,2834.572,942.3352,11992.6567,3829.25,121.767
2022-12-28 00:00:00-05:00,4.1,7.5,3.62,298.808,301.433,26734.277,101.8266,3.5,154336.0,32.96,2834.572,944.1003,11984.5002,3783.22,122.02
2022-12-29 00:00:00-05:00,4.1,7.5,3.62,298.808,301.433,26734.277,101.8266,3.5,154336.0,32.96,2834.572,944.1003,11984.5002,3849.28,121.6713
2022-12-30 00:00:00-05:00,4.1,7.5,3.62,298.808,301.433,26734.277,101.8266,3.5,154336.0,32.96,2834.572,944.1003,11984.5002,3839.5,121.4392
2023-01-01 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,944.1003,11984.5002,3839.5,121.4392
2023-01-02 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,944.1003,11984.5002,3839.5,121.4392
2023-01-03 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,944.1003,11984.5002,3824.14,122.0844
2023-01-04 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,950.1001,11998.1697,3852.97,121.5108
2023-01-05 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,950.1001,11998.1697,3808.1,122.0786
2023-01-06 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,950.1001,11998.1697,3895.08,121.0814
2023-01-09 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,950.1001,11998.1697,3892.09,120.1403
2023-01-10 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,950.1001,11998.1697,3919.25,120.234
2023-01-11 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,950.9338,12001.0541,3969.61,120.1445
2023-01-12 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,950.9338,12001.0541,3983.17,119.4108
2023-01-13 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,950.9338,12001.0541,3999.09,119.1422
2023-01-16 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,950.9338,12001.0541,3999.09,119.1422
2023-01-17 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,950.9338,12001.0541,3990.97,119.2186
2023-01-18 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,956.1981,12031.9024,3928.86,119.08
2023-01-19 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,956.1981,12031.9024,3898.85,119.6033
2023-01-20 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,956.1981,12031.9024,3972.61,119.3588
2023-01-23 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,956.1981,12031.9024,4019.81,119.1671
2023-01-24 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,956.1981,12031.9024,4016.95,119.1174
2023-01-25 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,955.4477,12054.3349,4016.22,118.995
2023-01-26 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,955.4477,12054.3349,4060.43,119.0472
2023-01-27 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,955.4477,12054.3349,4070.56,118.9521
2023-01-30 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,955.4477,12054.3349,4017.77,118.9079
2023-01-31 00:00:00-05:00,4.33,7.5,3.53,300.456,302.685,27164.359,102.7476,3.5,154780.0,33.05,2931.223,955.4477,12054.3349,4076.6,118.991
2023-02-01 00:00:00-05:00,4.57,7.5,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,955.5185,12063.7916,4119.21,118.6396
2023-02-02 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,955.5185,12063.7916,4179.76,118.349
2023-02-03 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,955.5185,12063.7916,4136.48,119.5014
2023-02-06 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,955.5185,12063.7916,4111.08,120.5116
2023-02-07 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,955.5185,12063.7916,4164.0,120.3298
2023-02-08 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,955.3283,12065.9864,4117.86,120.139
2023-02-09 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,955.3283,12065.9864,4081.5,119.9785
2023-02-10 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,955.3283,12065.9864,4090.46,120.1531
2023-02-13 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,955.3283,12065.9864,4137.29,120.0145
2023-02-14 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,955.3283,12065.9864,4136.13,119.9601
2023-02-15 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,957.9761,12084.108,4147.6,120.4926
2023-02-16 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,957.9761,12084.108,4090.41,120.5069
2023-02-17 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,957.9761,12084.108,4079.09,120.6023
2023-02-20 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,957.9761,12084.108,4079.09,120.6023
2023-02-21 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,957.9761,12084.108,3997.34,120.678
2023-02-22 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,960.4637,12081.2237,3991.05,120.8969
2023-02-23 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,960.4637,12081.2237,4012.32,121.141
2023-02-24 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,960.4637,12081.2237,3970.04,121.6297
2023-02-27 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,960.4637,12081.2237,3982.24,121.4656
2023-02-28 00:00:00-05:00,4.57,7.75,3.75,301.476,304.097,27164.359,102.8003,3.6,155086.0,33.16,2931.223,960.4637,12081.2237,3970.15,121.4062
2023-03-01 00:00:00-05:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,959.2097,12091.6226,3951.39,120.6971
2023-03-02 00:00:00-05:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,959.2097,12091.6226,3981.35,121.1949
2023-03-03 00:00:00-05:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,959.2097,12091.6226,4045.64,120.8468
2023-03-06 00:00:00-05:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,959.2097,12091.6226,4048.42,120.5776
2023-03-07 00:00:00-05:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,959.2097,12091.6226,3986.37,121.531
2023-03-08 00:00:00-05:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,965.2341,12090.8174,3992.01,121.5222
2023-03-09 00:00:00-05:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,965.2341,12090.8174,3918.32,121.5225
2023-03-10 00:00:00-05:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,965.2341,12090.8174,3861.59,121.2963
2023-03-13 00:00:00-04:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,965.2341,12090.8174,3855.76,120.9157
2023-03-14 00:00:00-04:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,965.2341,12090.8174,3919.29,121.052
2023-03-15 00:00:00-04:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,967.7297,12146.2988,3891.93,122.1149
2023-03-16 00:00:00-04:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,967.7297,12146.2988,3960.28,121.751
2023-03-17 00:00:00-04:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,967.7297,12146.2988,3916.64,121.5923
2023-03-20 00:00:00-04:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,967.7297,12146.2988,3951.57,121.0637
2023-03-21 00:00:00-04:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,967.7297,12146.2988,4002.87,120.9535
2023-03-22 00:00:00-04:00,4.65,7.75,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,971.7614,12093.3469,3936.97,120.6883
2023-03-23 00:00:00-04:00,4.65,8.0,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,971.7614,12093.3469,3948.72,119.8174
2023-03-24 00:00:00-04:00,4.65,8.0,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,971.7614,12093.3469,3970.99,120.5106
2023-03-27 00:00:00-04:00,4.65,8.0,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,971.7614,12093.3469,3977.53,120.3239
2023-03-28 00:00:00-04:00,4.65,8.0,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,971.7614,12093.3469,3971.27,119.7987
2023-03-29 00:00:00-04:00,4.65,8.0,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,976.5554,12094.6826,4027.81,119.8223
2023-03-30 00:00:00-04:00,4.65,8.0,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,976.5554,12094.6826,4050.83,119.5103
2023-03-31 00:00:00-04:00,4.65,8.0,3.66,301.643,305.123,27164.359,102.8143,3.5,155171.0,33.28,2931.223,976.5554,12094.6826,4109.31,119.4611
2023-04-01 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.5554,12094.6826,4109.31,119.4611
2023-04-03 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.5554,12094.6826,4124.51,119.4342
2023-04-04 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.5554,12094.6826,4100.6,119.2641
2023-04-05 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.8483,12092.8604,4090.38,119.4068
2023-04-06 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.8483,12092.8604,4105.02,119.4229
2023-04-07 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.8483,12092.8604,4105.02,119.4673
2023-04-10 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.8483,12092.8604,4109.11,119.8962
2023-04-11 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.8483,12092.8604,4108.94,119.6409
2023-04-12 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.5051,12088.9813,4091.95,119.1341
2023-04-13 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.5051,12088.9813,4146.22,118.5376
2023-04-14 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.5051,12088.9813,4137.64,118.983
2023-04-17 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.5051,12088.9813,4151.32,119.3981
2023-04-18 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,976.5051,12088.9813,4154.87,119.2345
2023-04-19 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,979.8995,12097.9146,4154.52,119.4377
2023-04-20 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,979.8995,12097.9146,4129.79,119.2525
2023-04-21 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,979.8995,12097.9146,4133.52,119.4472
2023-04-24 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,979.8995,12097.9146,4137.04,119.3486
2023-04-25 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,979.8995,12097.9146,4071.63,119.7551
2023-04-26 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,984.1642,12109.2844,4055.99,119.4758
2023-04-27 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,984.1642,12109.2844,4135.35,119.5754
2023-04-28 00:00:00-04:00,4.83,8.0,3.46,302.858,306.49,27453.815,103.2241,3.4,155387.0,33.42,2989.192,984.1642,12109.2844,4169.48,119.376
2023-05-01 00:00:00-04:00,5.06,8.0,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,984.1642,12109.2844,4167.87,119.5845
2023-05-02 00:00:00-04:00,5.06,8.0,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,984.1642,12109.2844,4119.58,119.7514
2023-05-03 00:00:00-04:00,5.06,8.0,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,982.7376,12104.0507,4090.75,119.2773
2023-05-04 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,982.7376,12104.0507,4061.22,119.19
2023-05-05 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,982.7376,12104.0507,4136.25,118.7184
2023-05-08 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,982.7376,12104.0507,4138.12,118.7415
2023-05-09 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,982.7376,12104.0507,4119.17,118.984
2023-05-10 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,983.8634,12111.6097,4137.64,118.7561
2023-05-11 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,983.8634,12111.6097,4130.62,119.1902
2023-05-12 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,983.8634,12111.6097,4124.08,119.5206
2023-05-15 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,983.8634,12111.6097,4136.28,119.3288
2023-05-16 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,983.8634,12111.6097,4109.9,119.3567
2023-05-17 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,987.3697,12117.5972,4158.77,119.7849
2023-05-18 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,987.3697,12117.5972,4198.05,120.2642
2023-05-19 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,987.3697,12117.5972,4191.98,119.9479
2023-05-22 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,987.3697,12117.5972,4192.63,120.2609
2023-05-23 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,987.3697,12117.5972,4145.58,120.4913
2023-05-24 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,989.0151,12122.1085,4115.24,120.6481
2023-05-25 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,989.0151,12122.1085,4151.28,121.0126
2023-05-26 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,989.0151,12122.1085,4205.45,120.8022
2023-05-29 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,989.0151,12122.1085,4205.45,120.8022
2023-05-30 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,989.0151,12122.1085,4205.52,120.7387
2023-05-31 00:00:00-04:00,5.06,8.25,3.57,303.316,307.623,27453.815,102.9809,3.6,155614.0,33.52,2989.192,990.9808,12126.1487,4179.83,121.1527
2023-06-01 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,990.9808,12126.1487,4221.02,120.2628
2023-06-02 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,990.9808,12126.1487,4282.37,120.2102
2023-06-05 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,990.9808,12126.1487,4273.79,120.2175
2023-06-06 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,990.9808,12126.1487,4283.85,120.1906
2023-06-07 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,990.9853,12091.9609,4267.52,120.0893
2023-06-08 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,990.9853,12091.9609,4293.93,119.8069
2023-06-09 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,990.9853,12091.9609,4298.86,119.6781
2023-06-12 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,990.9853,12091.9609,4338.93,119.889
2023-06-13 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,990.9853,12091.9609,4369.01,119.4641
2023-06-14 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,992.9412,12107.9347,4372.59,119.0646
2023-06-15 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,992.9412,12107.9347,4425.84,118.8447
2023-06-16 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,992.9412,12107.9347,4409.59,118.7168
2023-06-19 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,992.9412,12107.9347,4409.59,118.7168
2023-06-20 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,992.9412,12107.9347,4388.71,119.2458
2023-06-21 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,994.5097,12118.1756,4365.69,119.0438
2023-06-22 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,994.5097,12118.1756,4381.89,119.074
2023-06-23 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,994.5097,12118.1756,4348.33,119.4584
2023-06-26 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,994.5097,12118.1756,4328.82,119.4123
2023-06-27 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,994.5097,12118.1756,4378.41,119.235
2023-06-28 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,993.8334,12101.3691,4376.86,119.6759
2023-06-29 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,993.8334,12101.3691,4396.44,119.8659
2023-06-30 00:00:00-04:00,5.08,8.25,3.75,304.099,308.291,27453.815,102.3809,3.6,155871.0,33.69,2989.192,993.8334,12101.3691,4450.38,119.7118
2023-07-01 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,993.8334,12101.3691,4450.38,119.7118
2023-07-03 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,993.8334,12101.3691,4455.59,119.5618
2023-07-04 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,993.8334,12101.3691,4455.59,119.5618
2023-07-05 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,996.2146,12101.1761,4446.82,119.6971
2023-07-06 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,996.2146,12101.1761,4411.59,120.1579
2023-07-07 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,996.2146,12101.1761,4398.95,119.4293
2023-07-10 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,996.2146,12101.1761,4409.53,119.3179
2023-07-11 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,996.2146,12101.1761,4439.26,119.0891
2023-07-12 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,997.2546,12106.0734,4472.16,118.0104
2023-07-13 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,997.2546,12106.0734,4510.04,117.5569
2023-07-14 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,997.2546,12106.0734,4505.42,117.4209
2023-07-17 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,997.2546,12106.0734,4522.79,117.5139
2023-07-18 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,997.2546,12106.0734,4554.98,117.4145
2023-07-19 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,1001.1928,12121.9588,4565.72,117.745
2023-07-20 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,1001.1928,12121.9588,4534.87,117.9615
2023-07-21 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,1001.1928,12121.9588,4536.34,118.3072
2023-07-24 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,1001.1928,12121.9588,4554.64,118.1812
2023-07-25 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,1001.1928,12121.9588,4567.46,118.1978
2023-07-26 00:00:00-04:00,5.12,8.25,3.9,304.615,308.959,27967.697,103.0722,3.5,156019.0,33.84,3114.986,1002.5362,12130.5553,4566.75,118.1097
